Record Length,2500,Points,x1,y1,,Record Length,2500,Points,x2,y2
,,,-35.87999940E-3,22.39999962,,,,,-35.87999940E-3,28.00000000
,,,-35.84000096E-3,22.39999962,,,,,-35.84000096E-3,28.00000000
,,,-35.79999879E-3,21.60000038,,,,,-35.79999879E-3,28.00000000
,,,-35.76000035E-3,21.60000038,,,,,-35.76000035E-3,28.00000000
,,,-35.71999818E-3,20.80000114,,,,,-35.71999818E-3,28.00000000
,,,-35.67999974E-3,20.80000114,,,,,-35.67999974E-3,27.60000038
,,,-35.63999757E-3,20.80000114,,,,,-35.63999757E-3,27.60000038
,,,-35.59999913E-3,20.80000114,,,,,-35.59999913E-3,28.00000000
,,,-35.56000069E-3,20.0000000,,,,,-35.56000069E-3,28.00000000
,,,-35.51999852E-3,19.2000008,,,,,-35.51999852E-3,28.00000000
,,,-35.48000008E-3,19.2000008,,,,,-35.48000008E-3,27.60000038
,,,-35.43999791E-3,20.0000000,,,,,-35.43999791E-3,28.00000000
,,,-35.39999947E-3,19.2000008,,,,,-35.39999947E-3,27.60000038
,,,-35.36000103E-3,19.2000008,,,,,-35.36000103E-3,27.60000038
,,,-35.31999886E-3,19.2000008,,,,,-35.31999886E-3,27.60000038
,,,-35.28000042E-3,18.3999996,,,,,-35.28000042E-3,27.60000038
,,,-35.23999825E-3,18.3999996,,,,,-35.23999825E-3,27.60000038
,,,-35.19999981E-3,18.3999996,,,,,-35.19999981E-3,27.60000038
,,,-35.15999764E-3,19.2000008,,,,,-35.15999764E-3,27.60000038
,,,-35.11999920E-3,19.2000008,,,,,-35.11999920E-3,27.60000038
,,,-35.08000076E-3,18.3999996,,,,,-35.08000076E-3,27.60000038
,,,-35.03999859E-3,18.3999996,,,,,-35.03999859E-3,27.20000076
,,,-35.00000015E-3,17.6000004,,,,,-35.00000015E-3,27.20000076
,,,-34.95999798E-3,18.3999996,,,,,-34.95999798E-3,27.60000038
,,,-34.91999954E-3,17.6000004,,,,,-34.91999954E-3,27.60000038
,,,-34.88000110E-3,17.6000004,,,,,-34.88000110E-3,27.60000038
,,,-34.83999893E-3,17.6000004,,,,,-34.83999893E-3,27.20000076
,,,-34.80000049E-3,17.6000004,,,,,-34.80000049E-3,27.20000076
,,,-34.75999832E-3,17.6000004,,,,,-34.75999832E-3,27.60000038
,,,-34.71999988E-3,17.6000004,,,,,-34.71999988E-3,27.20000076
,,,-34.67999771E-3,17.6000004,,,,,-34.67999771E-3,27.20000076
,,,-34.63999927E-3,17.6000004,,,,,-34.63999927E-3,27.20000076
,,,-34.60000083E-3,17.6000004,,,,,-34.60000083E-3,27.20000076
,,,-34.55999866E-3,16.8000011,,,,,-34.55999866E-3,27.20000076
,,,-34.52000022E-3,16.0000000,,,,,-34.52000022E-3,27.20000076
,,,-34.47999805E-3,16.0000000,,,,,-34.47999805E-3,27.20000076
,,,-34.43999961E-3,16.0000000,,,,,-34.43999961E-3,27.20000076
,,,-34.40000117E-3,16.0000000,,,,,-34.40000117E-3,27.20000076
,,,-34.35999900E-3,15.1999998,,,,,-34.35999900E-3,27.20000076
,,,-34.32000056E-3,16.0000000,,,,,-34.32000056E-3,27.20000076
,,,-34.27999839E-3,15.1999998,,,,,-34.27999839E-3,27.20000076
,,,-34.23999995E-3,15.1999998,,,,,-34.23999995E-3,26.80000114
,,,-34.19999778E-3,15.1999998,,,,,-34.19999778E-3,26.80000114
,,,-34.15999934E-3,14.4000006,,,,,-34.15999934E-3,27.20000076
,,,-34.12000090E-3,15.1999998,,,,,-34.12000090E-3,26.80000114
,,,-34.07999873E-3,15.1999998,,,,,-34.07999873E-3,26.80000114
,,,-34.04000029E-3,15.1999998,,,,,-34.04000029E-3,26.80000114
,,,-33.99999812E-3,14.4000006,,,,,-33.99999812E-3,26.80000114
,,,-33.95999968E-3,15.1999998,,,,,-33.95999968E-3,26.80000114
,,,-33.91999751E-3,14.4000006,,,,,-33.91999751E-3,26.80000114
,,,-33.87999907E-3,15.1999998,,,,,-33.87999907E-3,26.80000114
,,,-33.84000063E-3,14.4000006,,,,,-33.84000063E-3,26.80000114
,,,-33.79999846E-3,14.4000006,,,,,-33.79999846E-3,26.80000114
,,,-33.76000002E-3,14.4000006,,,,,-33.76000002E-3,26.80000114
,,,-33.71999785E-3,14.4000006,,,,,-33.71999785E-3,26.80000114
,,,-33.67999941E-3,14.4000006,,,,,-33.67999941E-3,26.80000114
,,,-33.64000097E-3,14.4000006,,,,,-33.64000097E-3,26.80000114
,,,-33.59999880E-3,14.4000006,,,,,-33.59999880E-3,26.39999962
,,,-33.56000036E-3,14.4000006,,,,,-33.56000036E-3,26.80000114
,,,-33.51999819E-3,14.4000006,,,,,-33.51999819E-3,26.39999962
,,,-33.47999975E-3,14.4000006,,,,,-33.47999975E-3,26.39999962
,,,-33.43999758E-3,14.4000006,,,,,-33.43999758E-3,26.39999962
,,,-33.39999914E-3,14.4000006,,,,,-33.39999914E-3,26.39999962
,,,-33.36000070E-3,14.4000006,,,,,-33.36000070E-3,26.39999962
,,,-33.31999853E-3,14.4000006,,,,,-33.31999853E-3,26.39999962
,,,-33.28000009E-3,14.4000006,,,,,-33.28000009E-3,26.39999962
,,,-33.23999792E-3,14.4000006,,,,,-33.23999792E-3,26.39999962
,,,-33.19999948E-3,15.1999998,,,,,-33.19999948E-3,26.39999962
,,,-33.16000104E-3,15.1999998,,,,,-33.16000104E-3,26.39999962
,,,-33.11999887E-3,14.4000006,,,,,-33.11999887E-3,26.39999962
,,,-33.08000043E-3,15.1999998,,,,,-33.08000043E-3,26.00000000
,,,-33.03999826E-3,15.1999998,,,,,-33.03999826E-3,26.39999962
,,,-32.99999982E-3,14.4000006,,,,,-32.99999982E-3,26.39999962
,,,-32.95999765E-3,15.1999998,,,,,-32.95999765E-3,26.00000000
,,,-32.91999921E-3,15.1999998,,,,,-32.91999921E-3,26.39999962
,,,-32.88000077E-3,16.0000000,,,,,-32.88000077E-3,26.39999962
,,,-32.83999860E-3,15.1999998,,,,,-32.83999860E-3,26.00000000
,,,-32.80000016E-3,16.0000000,,,,,-32.80000016E-3,26.00000000
,,,-32.75999799E-3,16.0000000,,,,,-32.75999799E-3,26.00000000
,,,-32.71999955E-3,16.0000000,,,,,-32.71999955E-3,26.39999962
,,,-32.68000111E-3,16.0000000,,,,,-32.68000111E-3,26.39999962
,,,-32.63999894E-3,16.0000000,,,,,-32.63999894E-3,26.00000000
,,,-32.60000050E-3,16.0000000,,,,,-32.60000050E-3,26.00000000
,,,-32.55999833E-3,16.8000011,,,,,-32.55999833E-3,26.00000000
,,,-32.51999989E-3,16.8000011,,,,,-32.51999989E-3,26.00000000
,,,-32.47999772E-3,16.8000011,,,,,-32.47999772E-3,26.00000000
,,,-32.43999928E-3,16.8000011,,,,,-32.43999928E-3,26.00000000
,,,-32.40000084E-3,17.6000004,,,,,-32.40000084E-3,26.00000000
,,,-32.35999867E-3,17.6000004,,,,,-32.35999867E-3,26.00000000
,,,-32.32000023E-3,17.6000004,,,,,-32.32000023E-3,26.00000000
,,,-32.27999806E-3,17.6000004,,,,,-32.27999806E-3,25.60000038
,,,-32.23999962E-3,16.8000011,,,,,-32.23999962E-3,26.00000000
,,,-32.20000118E-3,17.6000004,,,,,-32.20000118E-3,26.00000000
,,,-32.15999901E-3,18.3999996,,,,,-32.15999901E-3,25.60000038
,,,-32.12000057E-3,18.3999996,,,,,-32.12000057E-3,25.20000076
,,,-32.07999840E-3,18.3999996,,,,,-32.07999840E-3,26.00000000
,,,-32.03999996E-3,19.2000008,,,,,-32.03999996E-3,25.60000038
,,,-31.99999779E-3,18.3999996,,,,,-31.99999779E-3,25.60000038
,,,-31.95999935E-3,18.3999996,,,,,-31.95999935E-3,25.60000038
,,,-31.92000091E-3,20.0000000,,,,,-31.92000091E-3,25.60000038
,,,-31.87999874E-3,19.2000008,,,,,-31.87999874E-3,25.60000038
,,,-31.84000030E-3,20.0000000,,,,,-31.84000030E-3,25.60000038
,,,-31.79999813E-3,20.0000000,,,,,-31.79999813E-3,25.60000038
,,,-31.75999969E-3,20.0000000,,,,,-31.75999969E-3,25.60000038
,,,-31.71999753E-3,20.0000000,,,,,-31.71999753E-3,25.60000038
,,,-31.67999908E-3,20.80000114,,,,,-31.67999908E-3,25.60000038
,,,-31.64000064E-3,21.60000038,,,,,-31.64000064E-3,25.60000038
,,,-31.59999847E-3,21.60000038,,,,,-31.59999847E-3,25.60000038
,,,-31.56000003E-3,22.39999962,,,,,-31.56000003E-3,25.60000038
,,,-31.51999786E-3,22.39999962,,,,,-31.51999786E-3,25.60000038
,,,-31.47999942E-3,23.20000076,,,,,-31.47999942E-3,25.60000038
,,,-31.44000098E-3,23.20000076,,,,,-31.44000098E-3,25.20000076
,,,-31.39999881E-3,23.20000076,,,,,-31.39999881E-3,25.20000076
,,,-31.36000037E-3,24.00000000,,,,,-31.36000037E-3,25.60000038
,,,-31.31999820E-3,24.00000000,,,,,-31.31999820E-3,25.20000076
,,,-31.27999976E-3,24.00000000,,,,,-31.27999976E-3,25.20000076
,,,-31.23999946E-3,24.80000114,,,,,-31.23999946E-3,25.20000076
,,,-31.19999915E-3,24.80000114,,,,,-31.19999915E-3,25.20000076
,,,-31.15999885E-3,24.00000000,,,,,-31.15999885E-3,25.20000076
,,,-31.11999854E-3,24.80000114,,,,,-31.11999854E-3,25.20000076
,,,-31.08000010E-3,24.80000114,,,,,-31.08000010E-3,25.20000076
,,,-31.03999980E-3,24.80000114,,,,,-31.03999980E-3,25.20000076
,,,-30.99999949E-3,24.80000114,,,,,-30.99999949E-3,25.20000076
,,,-30.95999919E-3,24.80000114,,,,,-30.95999919E-3,25.20000076
,,,-30.91999888E-3,24.80000114,,,,,-30.91999888E-3,25.20000076
,,,-30.87999858E-3,24.80000114,,,,,-30.87999858E-3,24.80000114
,,,-30.84000014E-3,23.20000076,,,,,-30.84000014E-3,24.80000114
,,,-30.79999983E-3,24.00000000,,,,,-30.79999983E-3,25.20000076
,,,-30.75999953E-3,24.00000000,,,,,-30.75999953E-3,24.80000114
,,,-30.71999922E-3,23.20000076,,,,,-30.71999922E-3,24.80000114
,,,-30.67999892E-3,24.00000000,,,,,-30.67999892E-3,24.80000114
,,,-30.63999861E-3,23.20000076,,,,,-30.63999861E-3,24.80000114
,,,-30.60000017E-3,23.20000076,,,,,-30.60000017E-3,24.80000114
,,,-30.55999987E-3,23.20000076,,,,,-30.55999987E-3,24.80000114
,,,-30.51999956E-3,23.20000076,,,,,-30.51999956E-3,24.39999962
,,,-30.47999926E-3,23.20000076,,,,,-30.47999926E-3,24.80000114
,,,-30.43999895E-3,23.20000076,,,,,-30.43999895E-3,24.39999962
,,,-30.39999865E-3,23.20000076,,,,,-30.39999865E-3,24.80000114
,,,-30.36000021E-3,23.20000076,,,,,-30.36000021E-3,24.80000114
,,,-30.31999990E-3,23.20000076,,,,,-30.31999990E-3,24.39999962
,,,-30.27999960E-3,23.20000076,,,,,-30.27999960E-3,24.39999962
,,,-30.23999929E-3,24.00000000,,,,,-30.23999929E-3,24.39999962
,,,-30.19999899E-3,24.00000000,,,,,-30.19999899E-3,24.80000114
,,,-30.15999869E-3,23.20000076,,,,,-30.15999869E-3,24.39999962
,,,-30.12000024E-3,24.00000000,,,,,-30.12000024E-3,24.39999962
,,,-30.07999994E-3,24.80000114,,,,,-30.07999994E-3,24.39999962
,,,-30.03999963E-3,24.00000000,,,,,-30.03999963E-3,24.39999962
,,,-29.99999933E-3,25.60000038,,,,,-29.99999933E-3,24.39999962
,,,-29.95999902E-3,24.80000114,,,,,-29.95999902E-3,24.39999962
,,,-29.91999872E-3,24.80000114,,,,,-29.91999872E-3,24.39999962
,,,-29.88000028E-3,25.60000038,,,,,-29.88000028E-3,24.39999962
,,,-29.83999997E-3,24.80000114,,,,,-29.83999997E-3,24.39999962
,,,-29.79999967E-3,25.60000038,,,,,-29.79999967E-3,24.39999962
,,,-29.75999936E-3,25.60000038,,,,,-29.75999936E-3,24.39999962
,,,-29.71999906E-3,26.39999962,,,,,-29.71999906E-3,24.39999962
,,,-29.67999876E-3,26.39999962,,,,,-29.67999876E-3,24.00000000
,,,-29.64000031E-3,27.20000076,,,,,-29.64000031E-3,24.39999962
,,,-29.60000001E-3,27.20000076,,,,,-29.60000001E-3,24.39999962
,,,-29.55999970E-3,28.80000114,,,,,-29.55999970E-3,24.39999962
,,,-29.51999940E-3,28.80000114,,,,,-29.51999940E-3,24.00000000
,,,-29.47999910E-3,28.00000000,,,,,-29.47999910E-3,24.00000000
,,,-29.43999879E-3,28.80000114,,,,,-29.43999879E-3,24.00000000
,,,-29.40000035E-3,29.60000038,,,,,-29.40000035E-3,24.39999962
,,,-29.36000004E-3,30.39999962,,,,,-29.36000004E-3,24.00000000
,,,-29.31999974E-3,31.20000076,,,,,-29.31999974E-3,23.60000038
,,,-29.27999943E-3,31.20000076,,,,,-29.27999943E-3,24.00000000
,,,-29.23999913E-3,31.20000076,,,,,-29.23999913E-3,24.00000000
,,,-29.19999883E-3,32.79999924,,,,,-29.19999883E-3,24.00000000
,,,-29.15999852E-3,32.79999924,,,,,-29.15999852E-3,24.00000000
,,,-29.12000008E-3,33.60000229,,,,,-29.12000008E-3,23.60000038
,,,-29.07999977E-3,35.20000076,,,,,-29.07999977E-3,24.00000000
,,,-29.03999947E-3,35.20000076,,,,,-29.03999947E-3,23.60000038
,,,-28.99999917E-3,36.79999924,,,,,-28.99999917E-3,24.00000000
,,,-28.95999886E-3,36.79999924,,,,,-28.95999886E-3,23.60000038
,,,-28.91999856E-3,37.60000229,,,,,-28.91999856E-3,23.60000038
,,,-28.88000011E-3,39.20000076,,,,,-28.88000011E-3,23.60000038
,,,-28.83999981E-3,40.00000000,,,,,-28.83999981E-3,23.60000038
,,,-28.79999951E-3,41.60000229,,,,,-28.79999951E-3,23.60000038
,,,-28.75999920E-3,41.60000229,,,,,-28.75999920E-3,23.60000038
,,,-28.71999890E-3,42.40000153,,,,,-28.71999890E-3,23.60000038
,,,-28.67999859E-3,43.20000076,,,,,-28.67999859E-3,23.20000076
,,,-28.64000015E-3,43.20000076,,,,,-28.64000015E-3,23.60000038
,,,-28.59999985E-3,45.60000229,,,,,-28.59999985E-3,23.20000076
,,,-28.55999954E-3,46.40000153,,,,,-28.55999954E-3,23.60000038
,,,-28.51999924E-3,48.00000000,,,,,-28.51999924E-3,23.60000038
,,,-28.47999893E-3,48.79999924,,,,,-28.47999893E-3,23.60000038
,,,-28.43999863E-3,49.60000229,,,,,-28.43999863E-3,23.60000038
,,,-28.40000018E-3,50.40000153,,,,,-28.40000018E-3,23.20000076
,,,-28.35999988E-3,52.79999924,,,,,-28.35999988E-3,23.60000038
,,,-28.31999958E-3,54.40000153,,,,,-28.31999958E-3,23.20000076
,,,-28.27999927E-3,55.200000763,,,,,-28.27999927E-3,23.20000076
,,,-28.23999897E-3,56.799999237,,,,,-28.23999897E-3,23.20000076
,,,-28.19999866E-3,58.400001526,,,,,-28.19999866E-3,23.20000076
,,,-28.16000022E-3,60.799999237,,,,,-28.16000022E-3,23.20000076
,,,-28.11999992E-3,61.600002289,,,,,-28.11999992E-3,23.20000076
,,,-28.07999961E-3,66.400001526,,,,,-28.07999961E-3,23.20000076
,,,-28.03999931E-3,66.400001526,,,,,-28.03999931E-3,23.20000076
,,,-27.99999900E-3,68.800003052,,,,,-27.99999900E-3,23.20000076
,,,-27.95999870E-3,70.400001526,,,,,-27.95999870E-3,23.20000076
,,,-27.92000026E-3,72.800003052,,,,,-27.92000026E-3,23.20000076
,,,-27.87999995E-3,75.200004578,,,,,-27.87999995E-3,23.20000076
,,,-27.83999965E-3,77.599998474,,,,,-27.83999965E-3,23.20000076
,,,-27.79999934E-3,80.800003052,,,,,-27.79999934E-3,23.20000076
,,,-27.75999904E-3,82.400001526,,,,,-27.75999904E-3,23.20000076
,,,-27.71999873E-3,87.200004578,,,,,-27.71999873E-3,23.20000076
,,,-27.68000029E-3,88.000000000,,,,,-27.68000029E-3,23.20000076
,,,-27.63999999E-3,92.000000000,,,,,-27.63999999E-3,23.20000076
,,,-27.59999968E-3,94.400001526,,,,,-27.59999968E-3,22.80000114
,,,-27.55999938E-3,98.400001526,,,,,-27.55999938E-3,23.20000076
,,,-27.51999907E-3,99.200004578,,,,,-27.51999907E-3,22.80000114
,,,-27.47999877E-3,100.8000031,,,,,-27.47999877E-3,22.80000114
,,,-27.44000033E-3,104.0000000,,,,,-27.44000033E-3,23.20000076
,,,-27.40000002E-3,104.0000000,,,,,-27.40000002E-3,22.80000114
,,,-27.35999972E-3,104.0000000,,,,,-27.35999972E-3,22.39999962
,,,-27.31999941E-3,103.2000046,,,,,-27.31999941E-3,22.80000114
,,,-27.27999911E-3,100.8000031,,,,,-27.27999911E-3,22.80000114
,,,-27.23999880E-3,97.599998474,,,,,-27.23999880E-3,22.80000114
,,,-27.20000036E-3,93.599998474,,,,,-27.20000036E-3,22.80000114
,,,-27.16000006E-3,93.599998474,,,,,-27.16000006E-3,22.80000114
,,,-27.11999975E-3,84.000000000,,,,,-27.11999975E-3,22.80000114
,,,-27.07999945E-3,83.200004578,,,,,-27.07999945E-3,22.80000114
,,,-27.03999914E-3,81.599998474,,,,,-27.03999914E-3,22.80000114
,,,-26.99999884E-3,77.599998474,,,,,-26.99999884E-3,22.80000114
,,,-26.96000040E-3,76.000000000,,,,,-26.96000040E-3,22.80000114
,,,-26.92000009E-3,73.599998474,,,,,-26.92000009E-3,22.80000114
,,,-26.87999979E-3,72.800003052,,,,,-26.87999979E-3,22.39999962
,,,-26.83999948E-3,70.400001526,,,,,-26.83999948E-3,22.80000114
,,,-26.79999918E-3,67.200004578,,,,,-26.79999918E-3,22.39999962
,,,-26.75999887E-3,67.200004578,,,,,-26.75999887E-3,22.39999962
,,,-26.71999857E-3,63.200000763,,,,,-26.71999857E-3,22.39999962
,,,-26.68000013E-3,63.200000763,,,,,-26.68000013E-3,22.39999962
,,,-26.63999982E-3,60.000000000,,,,,-26.63999982E-3,22.39999962
,,,-26.59999952E-3,59.200000763,,,,,-26.59999952E-3,22.39999962
,,,-26.55999921E-3,56.799999237,,,,,-26.55999921E-3,22.00000000
,,,-26.51999891E-3,55.200000763,,,,,-26.51999891E-3,22.39999962
,,,-26.47999860E-3,55.200000763,,,,,-26.47999860E-3,22.00000000
,,,-26.44000016E-3,54.40000153,,,,,-26.44000016E-3,22.39999962
,,,-26.39999986E-3,52.00000000,,,,,-26.39999986E-3,22.39999962
,,,-26.35999955E-3,52.00000000,,,,,-26.35999955E-3,22.39999962
,,,-26.31999925E-3,48.79999924,,,,,-26.31999925E-3,22.00000000
,,,-26.27999894E-3,48.00000000,,,,,-26.27999894E-3,22.00000000
,,,-26.23999864E-3,46.40000153,,,,,-26.23999864E-3,22.00000000
,,,-26.20000020E-3,45.60000229,,,,,-26.20000020E-3,22.00000000
,,,-26.15999989E-3,44.79999924,,,,,-26.15999989E-3,22.00000000
,,,-26.11999959E-3,43.20000076,,,,,-26.11999959E-3,22.00000000
,,,-26.07999928E-3,42.40000153,,,,,-26.07999928E-3,22.00000000
,,,-26.03999898E-3,42.40000153,,,,,-26.03999898E-3,22.00000000
,,,-25.99999867E-3,40.79999924,,,,,-25.99999867E-3,22.00000000
,,,-25.96000023E-3,40.00000000,,,,,-25.96000023E-3,22.00000000
,,,-25.91999993E-3,39.20000076,,,,,-25.91999993E-3,22.00000000
,,,-25.87999962E-3,38.40000153,,,,,-25.87999962E-3,22.00000000
,,,-25.83999932E-3,37.60000229,,,,,-25.83999932E-3,22.00000000
,,,-25.79999901E-3,36.79999924,,,,,-25.79999901E-3,22.00000000
,,,-25.75999871E-3,36.00000000,,,,,-25.75999871E-3,22.00000000
,,,-25.72000027E-3,36.00000000,,,,,-25.72000027E-3,22.00000000
,,,-25.67999996E-3,34.40000153,,,,,-25.67999996E-3,22.00000000
,,,-25.63999966E-3,33.60000229,,,,,-25.63999966E-3,22.00000000
,,,-25.59999935E-3,33.60000229,,,,,-25.59999935E-3,22.00000000
,,,-25.55999905E-3,33.60000229,,,,,-25.55999905E-3,21.60000038
,,,-25.51999874E-3,33.60000229,,,,,-25.51999874E-3,21.60000038
,,,-25.48000030E-3,32.00000000,,,,,-25.48000030E-3,22.00000000
,,,-25.44000000E-3,32.00000000,,,,,-25.44000000E-3,22.00000000
,,,-25.39999969E-3,31.20000076,,,,,-25.39999969E-3,21.60000038
,,,-25.35999939E-3,32.00000000,,,,,-25.35999939E-3,21.60000038
,,,-25.31999908E-3,31.20000076,,,,,-25.31999908E-3,21.60000038
,,,-25.27999878E-3,30.39999962,,,,,-25.27999878E-3,21.60000038
,,,-25.24000034E-3,30.39999962,,,,,-25.24000034E-3,21.60000038
,,,-25.20000003E-3,30.39999962,,,,,-25.20000003E-3,21.60000038
,,,-25.15999973E-3,30.39999962,,,,,-25.15999973E-3,21.20000076
,,,-25.11999942E-3,29.60000038,,,,,-25.11999942E-3,21.60000038
,,,-25.07999912E-3,30.39999962,,,,,-25.07999912E-3,21.60000038
,,,-25.03999881E-3,29.60000038,,,,,-25.03999881E-3,21.60000038
,,,-25.00000037E-3,28.80000114,,,,,-25.00000037E-3,21.20000076
,,,-24.96000007E-3,28.80000114,,,,,-24.96000007E-3,21.20000076
,,,-24.91999976E-3,28.00000000,,,,,-24.91999976E-3,21.20000076
,,,-24.87999946E-3,27.20000076,,,,,-24.87999946E-3,21.20000076
,,,-24.83999915E-3,27.20000076,,,,,-24.83999915E-3,21.20000076
,,,-24.79999885E-3,26.39999962,,,,,-24.79999885E-3,21.20000076
,,,-24.76000041E-3,25.60000038,,,,,-24.76000041E-3,21.20000076
,,,-24.72000010E-3,26.39999962,,,,,-24.72000010E-3,21.20000076
,,,-24.67999980E-3,24.80000114,,,,,-24.67999980E-3,21.20000076
,,,-24.63999949E-3,24.80000114,,,,,-24.63999949E-3,21.20000076
,,,-24.59999919E-3,24.80000114,,,,,-24.59999919E-3,21.20000076
,,,-24.55999888E-3,24.80000114,,,,,-24.55999888E-3,21.20000076
,,,-24.52000044E-3,24.00000000,,,,,-24.52000044E-3,21.20000076
,,,-24.48000014E-3,24.00000000,,,,,-24.48000014E-3,21.20000076
,,,-24.43999983E-3,24.00000000,,,,,-24.43999983E-3,21.20000076
,,,-24.39999953E-3,23.20000076,,,,,-24.39999953E-3,20.80000114
,,,-24.35999922E-3,23.20000076,,,,,-24.35999922E-3,21.20000076
,,,-24.31999892E-3,23.20000076,,,,,-24.31999892E-3,20.80000114
,,,-24.28000048E-3,23.20000076,,,,,-24.28000048E-3,20.80000114
,,,-24.24000017E-3,23.20000076,,,,,-24.24000017E-3,21.20000076
,,,-24.19999987E-3,22.39999962,,,,,-24.19999987E-3,20.80000114
,,,-24.15999956E-3,22.39999962,,,,,-24.15999956E-3,21.20000076
,,,-24.11999926E-3,22.39999962,,,,,-24.11999926E-3,20.80000114
,,,-24.07999896E-3,21.60000038,,,,,-24.07999896E-3,21.20000076
,,,-24.03999865E-3,22.39999962,,,,,-24.03999865E-3,20.80000114
,,,-24.00000021E-3,22.39999962,,,,,-24.00000021E-3,20.80000114
,,,-23.95999990E-3,22.39999962,,,,,-23.95999990E-3,20.80000114
,,,-23.91999960E-3,22.39999962,,,,,-23.91999960E-3,20.80000114
,,,-23.87999929E-3,21.60000038,,,,,-23.87999929E-3,20.80000114
,,,-23.83999899E-3,21.60000038,,,,,-23.83999899E-3,20.80000114
,,,-23.79999869E-3,22.39999962,,,,,-23.79999869E-3,20.80000114
,,,-23.76000024E-3,21.60000038,,,,,-23.76000024E-3,20.80000114
,,,-23.71999994E-3,21.60000038,,,,,-23.71999994E-3,20.80000114
,,,-23.67999963E-3,21.60000038,,,,,-23.67999963E-3,20.39999962
,,,-23.63999933E-3,21.60000038,,,,,-23.63999933E-3,20.80000114
,,,-23.59999903E-3,22.39999962,,,,,-23.59999903E-3,20.80000114
,,,-23.55999872E-3,21.60000038,,,,,-23.55999872E-3,20.39999962
,,,-23.52000028E-3,22.39999962,,,,,-23.52000028E-3,20.39999962
,,,-23.47999997E-3,22.39999962,,,,,-23.47999997E-3,20.39999962
,,,-23.43999967E-3,22.39999962,,,,,-23.43999967E-3,20.80000114
,,,-23.39999937E-3,22.39999962,,,,,-23.39999937E-3,20.39999962
,,,-23.35999906E-3,22.39999962,,,,,-23.35999906E-3,20.39999962
,,,-23.31999876E-3,22.39999962,,,,,-23.31999876E-3,20.39999962
,,,-23.28000031E-3,23.20000076,,,,,-23.28000031E-3,20.39999962
,,,-23.24000001E-3,23.20000076,,,,,-23.24000001E-3,20.39999962
,,,-23.19999970E-3,23.20000076,,,,,-23.19999970E-3,20.39999962
,,,-23.15999940E-3,22.39999962,,,,,-23.15999940E-3,20.39999962
,,,-23.11999910E-3,23.20000076,,,,,-23.11999910E-3,20.39999962
,,,-23.07999879E-3,23.20000076,,,,,-23.07999879E-3,20.39999962
,,,-23.04000035E-3,23.20000076,,,,,-23.04000035E-3,20.39999962
,,,-23.00000004E-3,22.39999962,,,,,-23.00000004E-3,20.39999962
,,,-22.95999974E-3,22.39999962,,,,,-22.95999974E-3,20.80000114
,,,-22.91999944E-3,22.39999962,,,,,-22.91999944E-3,20.80000114
,,,-22.87999913E-3,22.39999962,,,,,-22.87999913E-3,20.39999962
,,,-22.83999883E-3,23.20000076,,,,,-22.83999883E-3,20.39999962
,,,-22.80000038E-3,22.39999962,,,,,-22.80000038E-3,20.39999962
,,,-22.76000008E-3,23.20000076,,,,,-22.76000008E-3,20.80000114
,,,-22.71999978E-3,22.39999962,,,,,-22.71999978E-3,20.80000114
,,,-22.67999947E-3,22.39999962,,,,,-22.67999947E-3,20.80000114
,,,-22.63999917E-3,22.39999962,,,,,-22.63999917E-3,20.39999962
,,,-22.59999886E-3,21.60000038,,,,,-22.59999886E-3,20.80000114
,,,-22.56000042E-3,21.60000038,,,,,-22.56000042E-3,20.80000114
,,,-22.52000012E-3,21.60000038,,,,,-22.52000012E-3,20.80000114
,,,-22.47999981E-3,22.39999962,,,,,-22.47999981E-3,20.80000114
,,,-22.43999951E-3,21.60000038,,,,,-22.43999951E-3,20.80000114
,,,-22.39999920E-3,21.60000038,,,,,-22.39999920E-3,20.80000114
,,,-22.35999890E-3,21.60000038,,,,,-22.35999890E-3,20.80000114
,,,-22.32000045E-3,22.39999962,,,,,-22.32000045E-3,20.80000114
,,,-22.28000015E-3,22.39999962,,,,,-22.28000015E-3,21.20000076
,,,-22.23999985E-3,21.60000038,,,,,-22.23999985E-3,21.20000076
,,,-22.19999954E-3,21.60000038,,,,,-22.19999954E-3,21.20000076
,,,-22.15999924E-3,22.39999962,,,,,-22.15999924E-3,21.20000076
,,,-22.11999893E-3,22.39999962,,,,,-22.11999893E-3,21.20000076
,,,-22.08000049E-3,22.39999962,,,,,-22.08000049E-3,21.60000038
,,,-22.04000019E-3,21.60000038,,,,,-22.04000019E-3,21.20000076
,,,-21.99999988E-3,21.60000038,,,,,-21.99999988E-3,21.20000076
,,,-21.95999958E-3,21.60000038,,,,,-21.95999958E-3,21.20000076
,,,-21.91999927E-3,22.39999962,,,,,-21.91999927E-3,21.20000076
,,,-21.87999897E-3,22.39999962,,,,,-21.87999897E-3,21.20000076
,,,-21.84000053E-3,22.39999962,,,,,-21.84000053E-3,21.20000076
,,,-21.80000022E-3,22.39999962,,,,,-21.80000022E-3,21.20000076
,,,-21.75999992E-3,22.39999962,,,,,-21.75999992E-3,21.20000076
,,,-21.71999961E-3,23.20000076,,,,,-21.71999961E-3,21.20000076
,,,-21.67999931E-3,23.20000076,,,,,-21.67999931E-3,21.20000076
,,,-21.63999900E-3,23.20000076,,,,,-21.63999900E-3,21.20000076
,,,-21.60000056E-3,23.20000076,,,,,-21.60000056E-3,21.20000076
