Record Length,2500,Points,-42.79999807E-3,280.00000119E-3,,Record Length,2500,Points,-42.79999807E-3,17.2000008,
Sample Interval,39.99999899E-6,s,-42.75999963E-3,280.00000119E-3,,Sample Interval,39.99999899E-6,s,-42.75999963E-3,17.2000008,
Trigger Point,1.0700000E3,Samples,-42.71999747E-3,280.00000119E-3,,Trigger Point,1.0700000E3,Samples,-42.71999747E-3,17.2000008,
,,,-42.67999902E-3,280.00000119E-3,,,,,-42.67999902E-3,17.2000008,
,,,-42.63999686E-3,280.00000119E-3,,,,,-42.63999686E-3,17.6000004,
,,,-42.59999841E-3,280.00000119E-3,,,,,-42.59999841E-3,17.6000004,
Source,CH1,,-42.55999625E-3,299.99998212E-3,,Source,CH2,,-42.55999625E-3,17.2000008,
Vertical Units,Volts,,-42.51999781E-3,299.99998212E-3,,Vertical Units,Volts,,-42.51999781E-3,17.2000008,
Vertical Scale,499.999988824E-3,,-42.47999936E-3,299.99998212E-3,,Vertical Scale,10.0000001,,-42.47999936E-3,17.2000008,
Vertical Offset,0,,-42.43999720E-3,280.00000119E-3,,Vertical Offset,0,,-42.43999720E-3,17.2000008,
Horizontal Units,s,,-42.39999875E-3,299.99998212E-3,,Horizontal Units,s,,-42.39999875E-3,17.2000008,
Horizontal Scale,9.999999747E-3,,-42.35999659E-3,299.99998212E-3,,Horizontal Scale,9.999999747E-3,,-42.35999659E-3,16.8000011,
Pt Fmt,Y,,-42.31999815E-3,319.99999285E-3,,Pt Fmt,Y,,-42.31999815E-3,17.2000008,
Yzero,-2.2400000,,-42.27999970E-3,319.99999285E-3,,Yzero,-2.96000000,,-42.27999970E-3,17.2000008,
Probe Atten,10.0000000,,-42.23999754E-3,340.00000358E-3,,Probe Atten,10.0000000,,-42.23999754E-3,16.8000011,
,,,-42.19999909E-3,319.99999285E-3,,,,,-42.19999909E-3,16.8000011,
Note,TBS 1202B - 19:28:22   18/09/2023,,-42.15999693E-3,340.00000358E-3,,Note,TBS 1202B - 19:28:22   18/09/2023,,-42.15999693E-3,17.2000008,
,,,-42.11999848E-3,359.99998450E-3,,,,,-42.11999848E-3,17.2000008,
,,,-42.07999632E-3,340.00000358E-3,,,,,-42.07999632E-3,16.8000011,
,,,-42.03999788E-3,340.00000358E-3,,,,,-42.03999788E-3,17.2000008,
,,,-41.99999943E-3,340.00000358E-3,,,,,-41.99999943E-3,16.8000011,
,,,-41.95999727E-3,379.99999523E-3,,,,,-41.95999727E-3,16.8000011,
,,,-41.91999882E-3,379.99999523E-3,,,,,-41.91999882E-3,17.2000008,
,,,-41.87999666E-3,379.99999523E-3,,,,,-41.87999666E-3,16.8000011,
,,,-41.83999822E-3,399.99997616E-3,,,,,-41.83999822E-3,16.8000011,
,,,-41.79999977E-3,379.99999523E-3,,,,,-41.79999977E-3,16.8000011,
,,,-41.75999761E-3,379.99999523E-3,,,,,-41.75999761E-3,16.8000011,
,,,-41.71999916E-3,379.99999523E-3,,,,,-41.71999916E-3,16.8000011,
,,,-41.67999700E-3,399.99997616E-3,,,,,-41.67999700E-3,16.8000011,
,,,-41.63999856E-3,399.99997616E-3,,,,,-41.63999856E-3,16.3999996,
,,,-41.59999639E-3,419.999986887E-3,,,,,-41.59999639E-3,16.3999996,
,,,-41.55999795E-3,419.999986887E-3,,,,,-41.55999795E-3,16.8000011,
,,,-41.51999950E-3,419.999986887E-3,,,,,-41.51999950E-3,16.3999996,
,,,-41.47999734E-3,459.999978542E-3,,,,,-41.47999734E-3,16.8000011,
,,,-41.43999889E-3,419.999986887E-3,,,,,-41.43999889E-3,16.3999996,
,,,-41.39999673E-3,459.999978542E-3,,,,,-41.39999673E-3,16.3999996,
,,,-41.35999829E-3,459.999978542E-3,,,,,-41.35999829E-3,16.3999996,
,,,-41.31999984E-3,439.999997616E-3,,,,,-41.31999984E-3,16.3999996,
,,,-41.27999768E-3,479.999989271E-3,,,,,-41.27999768E-3,16.3999996,
,,,-41.23999923E-3,479.999989271E-3,,,,,-41.23999923E-3,16.3999996,
,,,-41.19999707E-3,500.000000000E-3,,,,,-41.19999707E-3,16.3999996,
,,,-41.15999863E-3,479.999989271E-3,,,,,-41.15999863E-3,16.3999996,
,,,-41.11999646E-3,500.000000000E-3,,,,,-41.11999646E-3,16.3999996,
,,,-41.07999802E-3,500.000000000E-3,,,,,-41.07999802E-3,16.0000000,
,,,-41.03999957E-3,539.999961853E-3,,,,,-41.03999957E-3,16.0000000,
,,,-40.99999741E-3,539.999961853E-3,,,,,-40.99999741E-3,16.0000000,
,,,-40.95999897E-3,560.000002384E-3,,,,,-40.95999897E-3,16.3999996,
,,,-40.91999680E-3,560.000002384E-3,,,,,-40.91999680E-3,16.3999996,
,,,-40.87999836E-3,579.999983311E-3,,,,,-40.87999836E-3,16.0000000,
,,,-40.83999991E-3,599.999964237E-3,,,,,-40.83999991E-3,16.0000000,
,,,-40.79999775E-3,620.000004768E-3,,,,,-40.79999775E-3,16.0000000,
,,,-40.75999931E-3,659.999966621E-3,,,,,-40.75999931E-3,16.0000000,
,,,-40.71999714E-3,659.999966621E-3,,,,,-40.71999714E-3,16.3999996,
,,,-40.67999870E-3,659.999966621E-3,,,,,-40.67999870E-3,16.0000000,
,,,-40.63999653E-3,680.000007153E-3,,,,,-40.63999653E-3,16.0000000,
,,,-40.59999809E-3,719.999969006E-3,,,,,-40.59999809E-3,15.6000004,
,,,-40.55999964E-3,719.999969006E-3,,,,,-40.55999964E-3,16.0000000,
,,,-40.51999748E-3,759.999990463E-3,,,,,-40.51999748E-3,16.0000000,
,,,-40.47999904E-3,779.999971390E-3,,,,,-40.47999904E-3,15.6000004,
,,,-40.43999687E-3,819.999992847E-3,,,,,-40.43999687E-3,15.6000004,
,,,-40.39999843E-3,819.999992847E-3,,,,,-40.39999843E-3,15.6000004,
,,,-40.35999998E-3,859.999954700E-3,,,,,-40.35999998E-3,15.6000004,
